[[1850.]]	[[1897.]]	[[3.717551]]
1850.0	1897.0	3.717551
1850.0	1897.0	3.717551
1850.0	1897.0	3.717551
1850.0	1897.0	3.717551
1850.0	1897.0	3.717551
1850.0	1897.0	3.717551
1850.0	1897.0	3.717551
1850.0	1897.0	3.717551
1850.0	1897.0	3.717551
1850.0	1897.0	3.717551
1850.0	1897.0	3.717551
1850.0	1897.0	3.717551
1829.2185778571309	1883.50439572602	3.717551
1792.0461748691816	1859.364371179605	3.717551
1754.406347115466	1834.9830049005304	3.7152243333333335
1716.5916039134277	1810.5507385798655	3.7152243333333335
1716.5916039134277	1810.5507385798655	3.7152243333333335
1679.0699982555911	1786.307869672539	3.7152243333333335
1641.4301705018697	1761.926503393457	3.7175510000000003
1603.7903427481488	1737.5451371143736	3.7152243333333335
1566.1505149944278	1713.1637708352919	3.7175510000000003
1566.1505149944278	1713.1637708352919	3.7175510000000003
1528.5106872407068	1688.7824045562102	3.7152243333333335
1490.8708594869859	1664.4010382771285	3.7175510000000003
1490.8708594869859	1664.4010382771285	3.7175510000000003
1453.231031733265	1640.0196719980468	3.7152243333333335
1415.591203979544	1615.638305718965	3.7175510000000003
1377.951376225823	1591.2569394398834	3.7152243333333335
1340.311548472102	1566.8755731608017	3.7175510000000003
1302.671720718381	1542.49420688172	3.7152243333333335
1302.671720718381	1542.49420688172	3.7152243333333335
1265.03189296466	1518.1128406026382	3.7175510000000003
1227.392065210939	1493.7314743235565	3.7152243333333335
1189.5773220089009	1469.2992080028916	3.7152243333333335
1189.5773220089009	1469.2992080028916	3.7152243333333335
1152.0557163510643	1445.0563390955651	3.7152243333333335
1114.415888597343	1420.6749728164832	3.7175510000000003
1076.776060843622	1396.2936065374033	3.7152243333333335
1038.9613176415837	1371.8613402167384	3.7152243333333335
1038.9613176415837	1371.8613402167384	3.7152243333333335
1001.4397119837472	1347.618471309412	3.7152243333333335
963.7998842300258	1323.23710503033	3.7175510000000003
926.1600564763048	1298.85573875125	3.7152243333333335
926.1600564763048	1298.85573875125	3.7152243333333335
888.5202287225839	1274.4743724721684	3.7175510000000003
850.8804009688629	1250.0930061930867	3.7152243333333335
813.0656577668245	1225.6607398724218	3.7152243333333335
774.9577770205843	1201.0390761384183	3.7152243333333335
774.9577770205843	1201.0390761384183	3.7152243333333335
737.3179492668642	1176.657709859337	3.7175510000000003
699.6781215131432	1152.2763435802572	3.7152243333333335
662.0382937594222	1127.8949773011755	3.7175510000000003
662.0382937594222	1127.8949773011755	3.7175510000000003
624.3984660057013	1103.5136110220938	3.7152243333333335
586.7586382519803	1079.132244743012	3.7175510000000003
549.1188104982593	1054.7508784639303	3.7152243333333335
549.1188104982593	1054.7508784639303	3.7152243333333335
511.47898274453837	1030.3695121848486	3.7175510000000003
473.8391549908174	1005.9881459057669	3.7152243333333335
436.3708303653516	981.3449165031275	3.731511000000001
400.6929086781442	954.784374378286	3.8315576666666686
400.6929086781442	954.784374378286	3.8315576666666686
367.42391030488295	924.4784051646234	3.9292776666666676
337.42660261143584	891.1663490702639	4.029324333333335
310.96731991006783	855.1954382323796	4.127044333333334
288.14375489519006	816.8146494495838	4.224764333333333
288.14375489519006	816.8146494495838	4.224764333333333
269.29500041629296	776.5269224290848	4.324811
254.33336341562915	733.8997078422603	4.424857666666668
243.95037859723124	691.0084679112861	4.524904333333335
237.70414271902877	646.6162567203355	4.620297666666669
237.70414271902877	646.6162567203355	4.620297666666669
237.69559329337744	601.1358436184303	4.804104333333335
246.1117699962751	557.5153166725927	5.001871000000001
262.39129543277477	516.9200181336925	5.185677666666667
262.39129543277477	516.9200181336925	5.185677666666667
283.84670738135156	482.0219128898181	5.341564333333334
311.21214811880833	450.148437992925	5.502104333333335
342.66729310703886	423.35895214112406	5.653337666666669
342.66729310703886	423.35895214112406	5.653337666666669
377.67534092444174	401.7472960384156	5.806897666666668
414.83032392401935	385.7534991415282	5.946497666666668
455.6459214175353	375.1028168362237	6.109364333333335
496.9409257135156	371.0828829691681	6.262924333333334
496.9409257135156	371.0828829691681	6.262924333333334
538.0167813688217	373.4069254971275	0.13329902615374678
578.5721091757136	382.1530356703186	0.2915123594870801
617.2801275836348	397.0904571021649	0.4450723594870798
617.2801275836348	397.0904571021649	0.4450723594870798
657.1002476921129	416.9445391638965	0.47997235948708017
696.8553116145395	437.6988772041259	0.482299026153747
736.6103755369659	458.4532152443571	0.47997235948708017
775.9252172147894	478.9195669673112	0.47997235948708017
775.9252172147894	478.9195669673112	0.47997235948708017
815.6802811372163	499.6739050075412	0.482299026153747
855.5657778608279	520.5554181737551	0.482299026153747
895.7604644815217	541.598803535056	0.482299026153747
935.5155284039483	562.3531415752877	0.47997235948708017
935.5155284039483	562.3531415752877	0.47997235948708017
975.2705923263748	583.107479615519	0.482299026153747
1014.5377092558218	603.6652483915591	0.482299026153747
1054.4232059794335	624.546761557773	0.482299026153747
1054.4232059794335	624.546761557773	0.482299026153747
1093.999512805963	645.2664025289001	0.482299026153747
1133.8850095295745	666.1479156951141	0.482299026153747
1173.461316356104	686.8675566662412	0.482299026153747
1213.3468130797155	707.7490698324551	0.482299026153747
1213.3468130797155	707.7490698324551	0.482299026153747
1252.5495647142584	728.7989966919151	0.5032390261537465
1290.9865297356773	752.5377777287122	0.6032856928204131
1325.346463890409	780.9945544994956	0.78011235948708
1325.346463890409	780.9945544994956	0.78011235948708
1353.908562639275	815.4745266026243	0.9778790261537464
1374.2567532457738	851.8248782528428	1.1430723594870802
1388.6118921706404	890.7551907425216	1.2919790261537472
1388.6118921706404	890.7551907425216	1.2919790261537472
1396.8795323856773	930.8807254162058	1.443212359487081
1399.1784819344575	971.4400079806765	1.5851390261537475
1395.4030122119316	1012.7580800130796	1.738699026153748
1385.9540865197532	1048.4725287059289	1.9201790261537486
1385.9540865197532	1048.4725287059289	1.9201790261537486
1370.2112675596804	1081.5020811602926	2.1109656928204146
1348.557641724297	1110.9996061650663	2.2970990261537487
1321.8192117332007	1135.9803958811117	2.483232359487083
1321.8192117332007	1135.9803958811117	2.483232359487083
1289.7342793133216	1155.968884509368	2.685652359487083
1254.9667379316825	1168.9387959972933	2.8834190261537493
1218.8609838042773	1174.8685685929818	3.074205692820417
1179.4503284033583	1175.0485567614405	3.1998456928204178
1179.4503284033583	1175.0485567614405	3.1998456928204178
1134.3284699460382	1172.4697608901333	3.197519026153751
1089.9034741675957	1169.9307919820858	3.1998456928204178
1045.3072480889748	1167.3299837337643	3.1998456928204178
1045.3072480889748	1167.3299837337643	3.1998456928204178
999.836958292216	1164.7312743808216	3.197519026153751
955.0635311743349	1162.1723919911456	3.1998456928204178
910.2901040564536	1159.6135096014696	3.197519026153751
910.2901040564536	1159.6135096014696	3.197519026153751
866.0364018257629	1157.135976982641	3.197519026153751
821.2629747078818	1154.5770945929653	3.1998456928204178
776.4895475900005	1152.0182122032893	3.197519026153751
731.7161204721192	1149.4593298136133	3.1998456928204178
686.9426933542379	1146.9004474239373	3.197519026153751
686.9426933542379	1146.9004474239373	3.197519026153751
641.9920824270009	1144.383898543395	3.197519026153751
597.389925848037	1141.8868577937094	3.197519026153751
552.4393149208	1139.370308913167	3.197519026153751
552.4393149208	1139.370308913167	3.197519026153751
507.5010631393866	1136.644627694117	3.206825692820418
463.412808694707	1129.8168140381295	3.383652359487085
425.760085721524	1114.3993167846306	3.6768123594870854
399.55500552378703	1094.2202506486256	3.9187856928204177
399.55500552378703	1094.2202506486256	3.9187856928204177
378.5783309088644	1067.7588144458075	4.165412359487085
365.0218806914737	1038.1590446456682	4.400405692820419
358.7431627521843	1005.6863077833411	4.642379026153751
358.7431627521843	1005.6863077833411	4.642379026153751
360.6204873281184	971.9745327228646	4.8936590261537525
370.2904010732979	940.7065829313253	5.130979026153753
386.91945147369967	912.7173278948167	5.3659723594870865
409.0204512668702	889.7614308261616	5.591659026153753
409.0204512668702	889.7614308261616	5.591659026153753
436.193322219313	872.1447285145658	5.82432569282042
467.02394393916165	861.1510892959682	6.0569923594870865
509.6270929836721	852.6431282283912	6.115159026153753
509.6270929836721	852.6431282283912	6.115159026153753
553.5065417482333	845.2525538833979	6.11748569282042
597.5666783281238	837.884246848441	6.11748569282042
641.9710347250447	830.4583749147735	6.11748569282042
685.6869514879047	823.1476327785272	6.11748569282042
685.6869514879047	823.1476327785272	6.11748569282042
730.0913078848256	815.7217608448597	6.11748569282042
774.4956642817465	808.2958889111922	6.11748569282042
818.555800861637	800.9275818762352	6.11748569282042
862.9601572585578	793.5017099425677	6.11748569282042
862.9601572585578	793.5017099425677	6.11748569282042
907.9921418428319	788.1098691547824	6.210552359487087
952.8084833191308	787.0964162605593	0.027413718974166557
997.5019444406088	790.5642805993118	0.12746038564083317
997.5019444406088	790.5642805993118	0.12746038564083317
1041.4638438252762	798.3969985228911	0.22518038564083298
1084.7876576604258	810.5758809641028	0.3229003856408328
1126.2093907500819	826.781328249915	0.4229470523074994
1126.2093907500819	826.781328249915	0.4229470523074994
1165.837618537488	847.3511570683565	0.5346270523074992
1201.9229791833914	873.8560379061871	0.7323937189741656
1231.8624587652937	906.6769148550409	0.930160385640832
1253.953880365956	941.7938359664914	1.0883737189741653
1253.953880365956	941.7938359664914	1.0883737189741653
1270.3151594462083	979.1694486271912	1.227973718974165
1281.130100544874	1017.9659328740166	1.3699003856408316
1286.2664853844153	1059.1369760825712	1.5234603856408313
1286.9999291190238	1102.0511638468831	1.5839537189741648
1286.9999291190238	1102.0511638468831	1.5839537189741648
1286.4121790541856	1146.7192971620473	1.5839537189741648
1285.8244289893473	1191.3874304772114	1.5839537189741648
1285.2412707218907	1235.7065940008508	1.5839537189741648
1285.2412707218907	1235.7065940008508	1.5839537189741648
1284.5940606404874	1280.8974494685099	1.5862803856408316
1283.9077881240273	1325.2151362203379	1.5862803856408316
1283.2107081663632	1370.2307392989662	1.5862803856408316
